P,963.6370,00.000000,-12.000000,10.000000,0,0,0
P,963.6600,00.000000,-183.821800,153.184800,0,0,0
P,963.6920,00.294621,-12.000000,10.000000,0,0,0
P,963.7240,00.425337,-12.000000,10.000000,0,0,0
P,963.7570,00.497051,-12.000000,10.000000,0,0,0
P,963.7910,00.876029,-12.000000,10.000000,0,0,0
P,963.8240,01.087196,-12.000000,10.000000,0,0,0
P,963.8580,01.398807,-12.000000,10.000000,0,0,0
P,963.8910,01.562764,-12.000000,10.000000,0,0,0
P,963.9250,01.704677,-12.000000,10.000000,0,0,0
P,963.9580,01.864804,-12.000000,10.000000,0,0,0
P,963.9910,02.001214,-12.000000,10.000000,0,0,0
P,964.0240,02.177507,-12.000000,10.000000,0,0,0
P,964.0580,02.363211,-12.000000,10.000000,0,0,0
P,964.0910,02.499490,-12.000000,10.000000,0,0,0
P,964.1250,02.682170,-12.000000,10.000000,0,0,0
P,964.1580,02.835815,-12.000000,10.000000,0,0,0
P,964.1920,02.999764,-12.000000,10.000000,0,0,0
P,964.2250,03.140725,-12.000000,10.000000,0,0,0
P,964.2580,03.318120,-12.000000,10.000000,0,0,0
P,964.2920,03.490361,-12.000000,10.000000,0,0,0
P,964.3250,03.626078,-12.000000,10.000000,0,0,0
P,964.3580,03.797594,-12.000000,10.000000,0,0,0
P,964.3920,03.961592,-12.000000,10.000000,0,0,0
P,964.4250,04.125215,-12.000000,10.000000,0,0,0
P,964.4580,04.267036,-12.000000,10.000000,0,0,0
P,964.4920,04.440064,-12.000000,10.000000,0,0,0
P,964.5250,04.597651,-12.000000,10.000000,0,0,0
P,964.5580,04.757399,-12.000000,10.000000,0,0,0
P,964.5920,04.481367,-12.000000,10.086830,0,0,0
P,964.6250,04.461034,-12.000000,10.182580,0,0,0
P,964.6580,04.584125,-12.000000,10.295640,0,0,0
P,964.6920,04.702711,-12.000000,10.430260,0,0,0
P,964.7250,04.814785,-12.000000,10.579970,0,0,0
P,964.7580,04.928558,-12.000000,10.714860,0,0,0
P,964.7920,05.043088,-12.000000,10.826120,0,0,0
P,964.8250,05.154253,-12.000000,10.937290,0,0,0
P,964.8580,05.266905,-12.000000,11.049940,0,0,0
P,964.8920,05.381423,-12.000000,11.164460,0,0,0
P,964.9250,05.494396,-12.000000,11.277430,0,0,0
P,964.9590,05.608582,-12.000000,11.391620,0,0,0
P,964.9920,05.722683,-12.000000,11.505720,0,0,0
P,965.0250,05.552989,-12.000000,11.336030,5.552989,-12,11.33603
P,965.0580,05.950366,-12.000000,11.733410,5.552989,-12,11.33603
