1907.649,00.025011,-12.000000,10.000000,00.882280,00.000000,00.000000
1907.711,00.025011,-12.000000,10.000000,00.882280,00.000000,00.000000
1907.712,00.067667,-12.000000,10.000000,01.764560,00.000000,00.000000
1907.754,00.213031,-12.000000,10.000000,03.529120,00.000000,00.000000
1907.770,00.294294,-12.000000,10.000000,04.411400,00.000000,00.000000
1907.786,00.374767,-12.000000,10.000000,04.882280,00.000000,00.000000
1907.804,00.460519,-12.000000,10.000000,04.882280,00.000000,00.000000
1907.820,00.541814,-12.000000,10.000000,04.882280,00.000000,00.000000
1907.837,00.622852,-12.000000,10.000000,04.882280,00.000000,00.000000
1907.854,00.704252,-12.000000,10.000000,04.882280,00.000000,00.000000
1907.870,00.785920,-12.000000,10.000000,04.882280,00.000000,00.000000
1907.887,00.867764,-12.000000,10.000000,04.882280,00.000000,00.000000
1907.904,00.948696,-12.000000,10.000000,04.882280,00.000000,00.000000
1907.920,01.029883,-12.000000,10.000000,04.882280,00.000000,00.000000
1907.937,01.111065,-12.000000,10.000000,04.882280,00.000000,00.000000
1907.953,01.187939,-12.000000,10.000000,04.882280,00.000000,00.000000
1907.969,01.269409,-12.000000,10.000000,04.882280,00.000000,00.000000
1907.986,01.350061,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.002,01.431669,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.019,01.513361,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.036,01.594429,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.053,01.675748,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.070,01.761480,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.087,01.842482,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.103,01.923286,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.120,02.005634,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.137,02.087112,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.153,02.167845,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.170,02.249820,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.187,02.331059,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.202,02.407637,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.220,02.494990,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.236,02.570168,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.252,02.651358,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.269,02.732742,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.287,02.819791,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.303,02.899891,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.323,02.977306,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.336,03.058715,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.354,03.144742,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.369,03.221109,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.386,03.301456,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.402,03.384696,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.419,03.465640,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.436,03.545768,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.452,03.627286,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.469,03.708459,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.486,03.790059,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.502,03.871221,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.519,03.952924,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.536,04.033907,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.552,04.115712,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.569,04.196700,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.586,04.278213,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.603,04.365583,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.619,04.441291,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.636,04.522285,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.652,04.603646,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.669,04.685309,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.686,04.766284,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.702,04.847980,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.720,04.933910,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.736,05.010466,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.752,05.091487,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.769,05.173451,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.786,05.254892,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.802,05.335956,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.819,05.417840,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.836,05.498866,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.852,05.579947,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.869,05.661433,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.886,05.743699,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.902,05.824573,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.919,05.905811,-12.000000,10.000000,04.882280,00.000000,00.000000
1908.936,05.988353,-12.000000,10.000000,04.882280,00.000000,00.000000
