1404.5450,0.000000,-12.000000,10.000000,0,1404.545,0.000000,-12.000000,10.000000
1404.5710,0.162106,-12.000000,10.000000,0.078,0.002075195,0.033677,-12.000000,10.000000
1404.6040,0.216989,-12.000000,10.000000,0.078,0.03503418,0.033677,-12.000000,10.000000
1404.6370,0.271873,-12.000000,10.000000,0.078,0.06799316,0.033677,-12.000000,10.000000
1404.6700,0.192501,-12.000000,10.000000,0.124,0,0.181059,-12.000000,10.000000
1404.7040,0.195577,-12.000000,10.000000,0.124,0.03393555,0.181059,-12.000000,10.000000
1404.7370,0.964618,-12.000000,10.000000,0.124,0,0.442306,-12.000000,10.000000
1404.7700,1.227739,-12.000000,10.000000,0.123,0,0.607172,-12.000000,10.000000
1404.8040,1.358494,-12.000000,10.000000,0.123,0,0.767627,-12.000000,10.000000
1404.8370,1.515891,-12.000000,10.000000,0.123,0,0.925025,-12.000000,10.000000
1404.8710,1.679295,-12.000000,10.000000,0.123,0,1.088428,-12.000000,10.000000
1404.9040,1.839883,-12.000000,10.000000,0.123,0,1.249016,-12.000000,10.000000
1404.9380,2.001813,-12.000000,10.000000,0.123,0,1.410946,-12.000000,10.000000
1404.9710,2.160864,-12.000000,10.000000,0.123,0,1.569997,-12.000000,10.000000
1405.0040,2.322010,-12.000000,10.000000,0.123,0,1.731144,-12.000000,10.000000
1405.0380,2.478587,-12.000000,10.000000,0.122,0,1.892524,-12.000000,10.000000
1405.0710,2.643634,-12.000000,10.000000,0.123,0,2.052767,-12.000000,10.000000
1405.1050,2.799666,-12.000000,10.000000,0.122,0,2.213602,-12.000000,10.000000
1405.1390,2.964981,-12.000000,10.000000,0.123,0,2.374114,-12.000000,10.000000
1405.1720,3.129931,-12.000000,10.000000,0.124,0,2.534261,-12.000000,10.000000
1405.2050,3.285772,-12.000000,10.000000,0.123,0,2.694904,-12.000000,10.000000
1405.2390,3.445899,-12.000000,10.000000,0.123,0.03405762,2.694904,-12.000000,10.000000
1405.2730,3.608505,-12.000000,10.000000,0.123,0,3.017638,-12.000000,10.000000
1405.3060,3.772086,-12.000000,10.000000,0.124,0,3.176415,-12.000000,10.000000
1405.3400,3.927895,-12.000000,10.000000,0.123,0,3.337028,-12.000000,10.000000
1405.3730,4.095429,-12.000000,10.000000,0.124,0,3.499758,-12.000000,10.000000
1405.4070,4.255065,-12.000000,10.000000,0.124,0.0009765625,3.659394,-12.000000,10.000000
1405.4410,4.406516,-12.000000,10.000000,0.122,0.001098633,3.820453,-12.000000,10.000000
1405.4730,4.577029,-12.000000,10.000000,0.123,0,3.986161,-12.000000,10.000000
1405.5070,4.725297,-12.000000,10.000000,0.121,0,4.144038,-12.000000,10.000000
1405.5400,4.900982,-12.000000,10.000000,0.123,0,4.310116,-12.000000,10.000000
1405.5740,5.048539,-12.000000,10.000000,0.121,0,4.467280,-12.000000,10.000000
1405.6070,5.220764,-12.000000,10.000000,0.122,0,4.634701,-12.000000,10.000000
