D,2929.7000,0.000000,-12.000000,10.000000,0.000000,-18610.710000,15508.920000,0.000000,true
D,2929.7160,0.000000,-12.000000,10.000000,0.000000,0.000000,0.000000,0.060000,true
D,2929.7480,0.000000,-12.000000,10.000000,0.000000,0.000000,0.000000,0.060000,false
D,2929.7820,0.027219,-12.000000,10.000000,1.360970,0.000000,0.000000,0.091000,true
D,2929.8150,0.235868,-12.000000,10.000000,3.162129,0.000000,0.000000,0.084000,true
D,2929.8490,0.267876,-12.000000,10.000000,8.230738,0.000000,0.000000,0.085000,true
D,2929.8820,0.424035,-12.000000,10.000000,4.892955,0.000000,0.000000,0.085000,true
D,2929.9150,0.583266,-12.000000,10.000000,4.882270,0.000000,0.000000,0.086000,true
D,2929.9490,0.746467,-12.000000,10.000000,4.882273,0.000000,0.000000,0.085000,true
D,2929.9820,0.909865,-12.000000,10.000000,4.882268,0.000000,0.000000,0.085000,true
D,2930.0210,1.070731,-12.000000,10.000000,4.882268,0.000000,0.000000,0.086000,true
D,2930.0490,1.234317,-12.000000,10.000000,4.882277,0.000000,0.000000,0.086000,true
D,2930.0820,1.394311,-12.000000,10.000000,4.882267,0.000000,0.000000,0.085000,true
D,2930.1160,1.559315,-12.000000,10.000000,4.882267,0.000000,0.000000,0.086000,true
D,2930.1490,1.722086,-12.000000,10.000000,4.882276,0.000000,0.000000,0.086000,true
D,2930.1820,1.883498,-12.000000,10.000000,4.882269,0.000000,0.000000,0.079000,true
D,2930.2150,2.076425,-12.000000,10.000000,4.882269,0.000000,0.000000,0.085000,true
D,2930.2490,2.215245,-12.000000,10.000000,4.882277,0.000000,0.000000,0.086000,true
D,2930.2820,2.215245,-12.000000,10.000000,4.882277,0.000000,0.000000,0.086000,false
D,2930.3150,2.536065,-12.000000,10.000000,4.882276,0.000000,0.000000,0.086000,true
D,2930.3490,2.698835,-12.000000,10.000000,4.882278,0.000000,0.000000,0.086000,true
D,2930.3820,2.859649,-12.000000,10.000000,4.882269,0.000000,0.000000,0.085000,true
D,2930.4150,3.024490,-12.000000,10.000000,4.882280,0.000000,0.000000,0.086000,true
D,2930.4490,3.185851,-12.000000,10.000000,4.882277,0.000000,0.000000,0.086000,true
D,2930.4820,3.348571,-12.000000,10.000000,4.882276,0.000000,0.000000,0.085000,true
D,2930.5160,3.514123,-12.000000,10.000000,4.882276,0.000000,0.000000,0.085000,true
D,2930.5480,3.677416,-12.000000,10.000000,4.882275,0.000000,0.000000,0.086000,true
D,2930.5820,3.835747,-12.000000,10.000000,4.882275,0.000000,0.000000,0.085000,true
D,2930.6160,4.003824,-12.000000,10.000000,4.882278,0.000000,0.000000,0.086000,true
D,2930.6490,4.162731,-12.000000,10.000000,4.882270,0.000000,0.000000,0.086000,true
D,2930.6820,4.162731,-12.000000,10.000000,4.882270,0.000000,0.000000,0.086000,false
D,2930.7150,4.490391,-12.000000,10.000000,4.882260,0.000000,0.000000,0.086000,true
D,2930.7490,4.652199,-12.000000,10.000000,4.882275,0.000000,0.000000,0.086000,true
D,2930.7820,4.813474,-12.000000,10.000000,4.882255,0.000000,0.000000,0.086000,true
D,2930.8150,4.977771,-12.000000,10.000000,4.882260,0.000000,0.000000,0.086000,true
D,2930.8490,5.144323,-12.000000,10.000000,4.882276,0.000000,0.000000,0.086000,true
D,2930.8820,5.301560,-12.000000,10.000000,4.882268,0.000000,0.000000,0.085000,true
D,2930.9150,5.467934,-12.000000,10.000000,4.882258,0.000000,0.000000,0.086000,true
D,2930.9490,5.627873,-12.000000,10.000000,4.882268,0.000000,0.000000,0.086000,true
D,2930.9820,5.790197,-12.000000,10.000000,4.882258,0.000000,0.000000,0.085000,true
D,2931.0150,5.955222,-12.000000,10.000000,4.882257,0.000000,0.000000,0.086000,true
D,2931.0490,6.115748,-12.000000,10.000000,4.882277,0.000000,0.000000,0.086000,true
D,2931.0820,6.276866,-12.000000,10.000000,4.882267,0.000000,0.000000,0.085000,true
D,2931.1150,6.442027,-12.000000,10.000000,4.882260,0.000000,0.000000,0.086000,true
D,2931.1490,6.603378,-12.000000,10.000000,4.882265,0.000000,0.000000,0.086000,true
D,2931.1820,6.766208,-12.000000,10.000000,4.882257,0.000000,0.000000,0.085000,true
D,2931.2150,6.929777,-12.000000,10.000000,4.882268,0.000000,0.000000,0.084000,true
D,2931.2490,7.104053,-12.000000,10.000000,4.882260,0.000000,0.000000,0.085000,true
D,2931.2820,7.255454,-12.000000,10.000000,4.882263,0.000000,0.000000,0.085000,true
D,2931.3150,7.416772,-12.000000,10.000000,4.882267,0.000000,0.000000,0.086000,true
D,2931.3490,7.582049,-12.000000,10.000000,4.882271,0.000000,0.000000,0.086000,true
D,2931.3820,7.741937,-12.000000,10.000000,4.882265,0.000000,0.000000,0.085000,true
D,2931.4150,7.906203,-12.000000,10.000000,4.882260,0.000000,0.000000,0.085000,true
D,2931.4490,8.077403,-12.000000,10.000000,4.882260,0.000000,0.000000,0.085000,true
D,2931.4820,8.231936,-12.000000,10.000000,4.882285,0.000000,0.000000,0.085000,true
D,2931.5160,8.392878,-12.000000,10.000000,4.882284,0.000000,0.000000,0.086000,true
D,2931.5490,8.558877,-12.000000,10.000000,4.882296,0.000000,0.000000,0.086000,true
D,2931.5820,8.719094,-12.000000,10.000000,4.882278,0.000000,0.000000,0.085000,true
D,2931.6150,8.881006,-12.000000,10.000000,4.882301,0.000000,0.000000,0.086000,true
D,2931.6490,9.045193,-12.000000,10.000000,4.882276,0.000000,0.000000,0.086000,true
D,2931.6820,9.206665,-12.000000,10.000000,4.882297,0.000000,0.000000,0.085000,true
D,2931.7150,9.369243,-12.000000,10.000000,4.882283,0.000000,0.000000,0.086000,true
D,2931.7490,9.533840,-12.000000,10.000000,4.882283,0.000000,0.000000,0.086000,true
D,2931.7820,9.533840,-12.000000,10.000000,4.882283,0.000000,0.000000,0.086000,false
D,2931.8150,9.858068,-12.000000,10.000000,4.882267,0.000000,0.000000,0.086000,true
D,2931.8490,10.020820,-12.000000,10.000000,4.882298,0.000000,0.000000,0.086000,true
D,2931.8820,10.182770,-12.000000,10.000000,4.882289,0.000000,0.000000,0.086000,true
D,2931.9150,10.064720,-12.000000,10.000000,-3.495506,0.000000,0.000000,0.086000,true
D,2931.9490,9.971921,-12.000000,10.000000,-2.785088,0.000000,0.000000,0.085000,true
D,2931.9820,9.809093,-12.000000,10.000000,-4.861466,0.000000,0.000000,0.085000,true
D,2932.0150,9.641403,-12.000000,10.000000,-5.053085,0.000000,0.000000,0.086000,true
D,2932.0480,9.481080,-12.000000,10.000000,-4.882273,0.000000,0.000000,0.086000,true
D,2932.0820,9.318008,-12.000000,10.000000,-4.882299,0.000000,0.000000,0.086000,true
D,2932.1150,9.153933,-12.000000,10.000000,-4.882287,0.000000,0.000000,0.086000,true
D,2932.1490,8.991927,-12.000000,10.000000,-4.882288,0.000000,0.000000,0.086000,true
D,2932.1820,8.828907,-12.000000,10.000000,-4.882269,0.000000,0.000000,0.085000,true
D,2932.2150,8.665765,-12.000000,10.000000,-4.882297,0.000000,0.000000,0.086000,true
D,2932.2480,8.501872,-12.000000,10.000000,-4.882297,0.000000,0.000000,0.086000,true
D,2932.2820,8.340338,-12.000000,10.000000,-4.882282,0.000000,0.000000,0.085000,true
D,2932.3160,8.176972,-12.000000,10.000000,-4.882280,0.000000,0.000000,0.086000,true
