1756.251,00.000000,-00.006508,00.000000
1756.255,00.000000,-00.015343,00.000000
1756.271,00.000000,-00.026927,00.000000
1756.287,00.019136,-12.000000,10.000000
1756.303,00.019136,-12.000000,10.000000
1756.320,00.377047,-12.000000,10.000000
1756.337,00.474854,-12.000000,10.000000
1756.353,00.570145,-12.000000,10.000000
1756.370,00.654385,-12.000000,10.000000
1756.387,00.736610,-12.000000,10.000000
1756.404,00.818176,-12.000000,10.000000
1756.420,00.879150,-12.000000,10.000000
1756.437,00.979155,-12.000000,10.000000
1756.453,01.061898,-12.000000,10.000000
1756.470,01.143641,-12.000000,10.000000
1756.487,01.224922,-12.000000,10.000000
1756.503,01.306242,-12.000000,10.000000
1756.520,01.373528,-12.000000,10.000000
1756.537,01.469733,-12.000000,10.000000
1756.553,01.553969,-12.000000,10.000000
1756.570,01.635849,-12.000000,10.000000
1756.587,01.717220,-12.000000,10.000000
1756.603,01.798825,-12.000000,10.000000
1756.620,01.861919,-12.000000,10.000000
1756.642,02.024329,-12.000000,10.000000
1756.654,02.054780,-12.000000,10.000000
1756.670,02.126182,-12.000000,10.000000
1756.687,02.206559,-12.000000,10.000000
1756.703,02.287649,-12.000000,10.000000
1756.721,02.368640,-12.000000,10.000000
1756.737,02.529895,-12.000000,10.000000
1756.753,02.554969,-12.000000,10.000000
1756.770,02.654629,-12.000000,10.000000
1756.787,02.725507,-12.000000,10.000000
1756.803,02.741056,-12.000000,09.948293
1756.820,02.832685,-12.000000,10.000000
1756.837,02.933672,-12.000000,10.000000
1756.853,03.018672,-12.000000,10.000000
1756.870,03.100753,-12.000000,10.000000
1756.887,03.182120,-12.000000,10.000000
1756.903,03.263952,-12.000000,10.000000
1756.920,03.327090,-12.000000,10.000000
1756.937,03.425252,-12.000000,10.000000
1756.954,03.507653,-12.000000,10.000000
1756.970,03.589390,-12.000000,10.000000
1756.987,03.670708,-12.000000,10.000000
1757.003,03.752418,-12.000000,10.000000
1757.020,03.816165,-12.000000,10.000000
1757.037,03.911706,-12.000000,10.000000
1757.053,03.995710,-12.000000,10.000000
1757.070,04.077597,-12.000000,10.000000
1757.087,04.159166,-12.000000,10.000000
1757.103,04.240410,-12.000000,10.000000
1757.120,04.303279,-12.000000,10.000000
1757.137,04.399899,-12.000000,10.000000
1757.154,04.488471,-12.000000,10.000000
1757.170,04.566420,-12.000000,10.000000
1757.187,04.647304,-12.000000,10.000000
1757.203,04.729014,-12.000000,10.000000
1757.220,04.791785,-12.000000,10.000000
1757.237,04.888084,-12.000000,10.000000
1757.253,04.972086,-12.000000,10.000000
1757.270,05.053852,-12.000000,10.000000
1757.287,05.135319,-12.000000,10.000000
1757.303,05.216798,-12.000000,10.000000
1757.320,05.234634,-12.000000,09.965528
1757.337,05.361887,-12.000000,09.993537
1757.353,05.457550,-12.000000,09.998788
1757.370,05.541653,-12.000000,09.999773
1757.387,05.623334,-12.000000,09.999957
1757.403,05.704996,-12.000000,09.999992
1757.420,05.768163,-12.000000,10.000000
1757.437,05.864807,-12.000000,10.000000
1757.453,05.948821,-12.000000,10.000000
1757.470,06.030297,-12.000000,10.000000
1757.487,06.111725,-12.000000,10.000000
1757.503,06.193436,-12.000000,10.000000
1757.520,06.275011,-12.000000,10.000000
1757.537,06.470852,-12.000000,10.000000
1757.553,06.451666,-12.000000,10.000000
1757.571,06.567709,-12.000000,10.000000
1757.587,06.637015,-12.000000,10.000000
1757.603,06.725683,-12.000000,10.000000
1757.620,06.744617,-12.000000,10.000000
1757.637,06.841138,-12.000000,10.000000
1757.653,06.925492,-12.000000,10.000000
1757.670,07.007236,-12.000000,10.000000
1757.687,07.088397,-12.000000,10.000000
1757.703,07.170052,-12.000000,10.000000
1757.720,07.233347,-12.000000,10.000000
1757.737,07.329640,-12.000000,10.000000
1757.753,07.413744,-12.000000,10.000000
1757.770,07.495551,-12.000000,10.000000
1757.787,07.576930,-12.000000,10.000000
1757.803,07.658356,-12.000000,10.000000
1757.820,07.740135,-12.000000,10.000000
1757.837,07.934916,-12.000000,10.000000
1757.853,07.915927,-12.000000,10.000000
1757.870,08.032598,-12.000000,10.000000
1757.887,08.103611,-12.000000,10.000000
1757.904,08.079200,-12.000000,10.000000
1757.922,09.229465,-12.000000,10.000000
1757.937,08.921371,-12.000000,10.000000
1757.955,08.747936,-12.000000,10.000000
1757.971,08.659006,-12.000000,10.000000
1757.989,08.628490,-12.000000,10.000000
1758.005,08.636372,-12.000000,10.000000
