200.7680,0.000000,-12.000000,10.000000,0,200.768,0.000000,-12.000000,10.000000
200.7940,0.000000,-12.000000,10.000000,0,200.794,0.000000,-12.000000,10.000000
200.8260,0.229804,-12.000000,10.000000,0.101,0,0.039072,-12.000000,10.000000
200.8590,0.292751,-12.000000,10.000000,0.101,0.0329895,0.039072,-12.000000,10.000000
200.8920,0.355699,-12.000000,10.000000,0.101,0.06599426,0.039072,-12.000000,10.000000
200.9260,0.246575,-12.000000,10.000000,0.147,0.0009918213,0.163527,-12.000000,10.000000
200.9590,0.880240,-12.000000,10.000000,0.114,0,0.414292,-12.000000,10.000000
200.9920,1.126433,-12.000000,10.000000,0.114,0,0.570164,-12.000000,10.000000
201.0260,1.285929,-12.000000,10.000000,0.115,0.00100708,0.733492,-12.000000,10.000000
201.0590,1.455064,-12.000000,10.000000,0.114,0,0.907431,-12.000000,10.000000
201.0920,1.599406,-12.000000,10.000000,0.114,0,1.051773,-12.000000,10.000000
201.1260,1.767126,-12.000000,10.000000,0.115,0,1.214689,-12.000000,10.000000
201.1600,1.920522,-12.000000,10.000000,0.114,0.00100708,1.372889,-12.000000,10.000000
201.1990,2.084890,-12.000000,10.000000,0.115,0.007003784,1.532453,-12.000000,10.000000
201.2260,2.245017,-12.000000,10.000000,0.115,0.03399658,1.532453,-12.000000,10.000000
201.2600,2.401701,-12.000000,10.000000,0.148,0.0009918213,1.690740,-12.000000,10.000000
201.2930,2.572298,-12.000000,10.000000,0.149,0.0009918213,1.856532,-12.000000,10.000000
201.3260,2.721415,-12.000000,10.000000,0.148,0.00100708,2.010453,-12.000000,10.000000
201.3590,2.888040,-12.000000,10.000000,0.115,0,2.335603,-12.000000,10.000000
201.3920,3.037908,-12.000000,10.000000,0.114,0,2.490275,-12.000000,10.000000
201.4260,3.169863,-12.000000,10.000000,0.108,0,2.651052,-12.000000,10.000000
201.4590,3.394737,-12.000000,10.000000,0.114,0,2.847104,-12.000000,10.000000
201.4930,3.524916,-12.000000,10.000000,0.115,0.0009918213,2.972480,-12.000000,10.000000
201.5260,3.685538,-12.000000,10.000000,0.115,0,3.133102,-12.000000,10.000000
201.5590,3.844465,-12.000000,10.000000,0.115,0,3.292028,-12.000000,10.000000
201.5930,4.004592,-12.000000,10.000000,0.115,0.03399658,3.292028,-12.000000,10.000000
201.6260,4.162998,-12.000000,10.000000,0.148,0.00100708,3.452036,-12.000000,10.000000
201.6590,4.322115,-12.000000,10.000000,0.147,0,3.615957,-12.000000,10.000000
201.6920,4.480924,-12.000000,10.000000,0.147,0,3.774765,-12.000000,10.000000
201.7260,4.648815,-12.000000,10.107910,0.114,0,4.100946,-12.000000,10.024930
201.7590,4.567815,-12.000000,10.226010,0.113,0,4.205732,-12.000000,10.070060
201.7920,4.698621,-12.000000,10.359140,0.113,0,4.318238,-12.000000,10.136040
201.8260,4.816298,-12.000000,10.513980,0.114,0.00100708,4.431067,-12.000000,10.221660
201.8590,4.927509,-12.000000,10.681130,0.113,0,4.544262,-12.000000,10.326430
201.8930,5.046633,-12.000000,10.832600,0.114,0.00100708,4.659337,-12.000000,10.442370
201.9260,5.157280,-12.000000,10.940310,0.114,0.0009918213,4.770045,-12.000000,10.553080
201.9590,5.267261,-12.000000,11.050290,0.113,0,4.883421,-12.000000,10.666460
201.9920,5.380488,-12.000000,11.163520,0.113,0.03300476,4.883421,-12.000000,10.666460
202.0260,5.496829,-12.000000,11.279870,0.114,0,5.109594,-12.000000,10.892630
202.0590,5.610056,-12.000000,11.393090,0.114,0.03300476,5.109594,-12.000000,10.892630
202.0930,5.722904,-12.000000,11.505940,0.114,0.00100708,5.335667,-12.000000,11.118700
202.1260,5.835973,-12.000000,11.619010,0.114,0,5.448739,-12.000000,11.231780
202.1590,5.946464,-12.000000,11.729510,0.113,0,5.562629,-12.000000,11.345670
202.1920,6.063293,-12.000000,11.846330,0.114,0,5.676057,-12.000000,11.459100
202.2260,6.176193,-12.000000,11.959240,0.114,0,5.788961,-12.000000,11.572000
202.2590,6.286242,-12.000000,12.069290,0.113,0,5.902404,-12.000000,11.685450
202.2920,6.403509,-12.000000,12.186550,0.113,0,6.019670,-12.000000,11.802710
202.3260,6.515128,-12.000000,12.298170,0.114,0.00100708,6.127891,-12.000000,11.910930
202.3590,6.628354,-12.000000,12.411390,0.114,0.03399658,6.127891,-12.000000,11.910930
202.3930,6.745633,-12.000000,12.528680,0.148,0.00100708,6.242908,-12.000000,12.025950
202.4260,6.854052,-12.000000,12.637090,0.147,0.0009918213,6.354722,-12.000000,12.137760
202.4590,6.966512,-12.000000,12.749560,0.113,0,6.582675,-12.000000,12.365720
202.4920,6.538186,-12.000000,12.991620,0.113,0,6.572502,-12.000000,12.508830
202.5260,6.572502,-12.000000,13.223020,0.114,0,6.572502,-12.000000,12.668790
