1023.712,1.4033768599999998,10.0
1023.746,1.56444694,10.0
1023.78,1.7261018399999999,10.0
1023.814,1.88867992,10.0
1023.846,2.04999984,10.0
1023.879,2.20962794,10.0
1023.914,2.37162584,10.0
1023.947,2.5317799,10.0
1024.013,2.79215402,10.0
1024.047,2.9535389800000003,10.0
1024.081,3.01241592,10.0
1024.081,3.3424149400000003,10.0
1024.114,3.3424149400000003,10.0
1024.147,3.4949340199999996,10.0
1024.18,3.65386994,10.0
1024.214,3.817803,10.0
1024.248,3.9777719400000002,10.0
1024.281,4.139766,10.0
1024.315,4.29973196,10.0
1024.381,4.56316294,10.0
1024.415,4.62315384,10.0
1024.415,4.94664372,10.0
1024.448,4.94664372,10.0
1024.482,5.10623192,10.0
1024.515,5.266559780000001,10.0
1024.548,5.42655484,10.0
1024.581,5.58768396,10.0
1024.616,5.74825158,10.0
1024.648,5.90925894,10.0
1024.683,6.06988988,10.0
1024.716,6.23043668,10.0
1024.749,6.391058920000001,10.0
1024.782,6.55130984,10.0
1024.85,6.713583760000001,10.0
1024.85,7.0371368,10.0
1024.883,7.0371368,10.0
1024.916,7.1980637,10.0
1024.949,7.35750798,10.0
1024.984,7.51814086,10.0
1025.018,7.679190739999999,10.0
1025.051,7.83982684,10.0
1025.118,8.00020984,10.0
1025.118,8.3207617,10.0
1025.154,7.724686,10.0
1025.187,8.48017312,10.0
1025.221,8.64130964,10.0
1025.255,8.206445,10.0
1025.288,8.366607,10.0
1025.322,8.527449,10.0
1025.355,8.690347000000001,10.0
1025.388,8.855973,10.0
1025.422,9.013190000000002,10.0
1025.457,9.173137,10.0
1025.49,9.333538,10.0
1025.556,9.39364,10.0
1025.59,9.655666,10.0
1025.59,9.97784,10.0
1025.624,9.97784,10.0
1025.657,9.934067839999999,10.0
1025.69,9.833856,10.0
1025.724,9.696237439999999,10.0
1025.758,9.54457056,10.0
1025.791,9.376206320000001,10.0
1025.824,9.19575286,10.0
1025.891,9.03717226,10.0
1025.891,8.717199780000001,10.0
1025.925,8.717199780000001,10.0
1025.958,8.556797679999999,10.0
1025.991,8.39725716,10.0
1026.025,8.236733639999999,10.0
1026.058,8.07463602,10.0
1026.091,7.912727059999999,10.0
1026.125,7.7510944,10.0
1026.158,7.591054079999999,10.0
1026.197,7.4322032600000005,10.0
1026.231,7.2709062,10.0
1026.298,7.1092862,10.0
1026.332,6.9485722,10.0
1026.366,6.81050212,10.0
1026.399,6.46772422,10.0
1026.432,6.30753916,10.0
1026.466,6.1430331,10.0
1026.499,5.979919219999999,10.0
1026.533,5.92406516,10.0
1026.533,5.60081702,10.0
1026.6,5.50081702,10.0
1026.633,5.34293726,10.0
1026.667,5.18185314,10.0
1026.7,5.02142736,10.0
1026.734,4.860390199999999,10.0
1026.766,4.69798822,10.0
1026.8,4.5366922,10.0
1026.833,4.37434598,10.0
1026.867,4.211918359999999,10.0
1026.901,4.04882316,10.0
1026.934,3.8881091999999997,10.0
1026.967,3.72581206,10.0
1027.001,3.56621924,10.0
1027.035,3.40213096,10.0
1027.068,3.24406508,10.0
1027.102,3.08075908,10.0
1027.136,2.92184994,10.0
1027.17,2.76156004,10.0
1027.202,2.6020661,10.0
1027.236,2.43973208,10.0
1027.269,2.2813269800000002,10.0
1027.303,2.089886,10.0
1027.336,1.9584660399999998,10.0
1027.37,1.79686016,10.0
1027.403,1.6380868999999998,10.0
1027.436,1.47609514,10.0
1027.469,1.31542516,10.0
1027.503,1.15707214,10.0
1027.537,0.99624406,10.0
1027.57,0.83258814,10.0
1027.604,0.6679821199999999,10.0
1027.637,0.50971112,10.0
1027.671,0.3479531,10.0
1027.704,0.18342112,10.0
1027.738,0.02587809999999996,10.0
1027.771,-0.13672490000000004,10.0
1027.805,-0.29489788000000006,10.0
1027.838,-0.45487988000000007,10.0
1027.871,-0.6197039,10.0
1027.905,-0.7817868800000001,10.0
1027.938,-0.94148688,10.0
1027.972,-1.1036799,10.0
1028.006,-1.26636388,10.0
1028.039,-1.4264489,10.0
1028.072,-1.58847394,10.0
1028.14,-1.7503558399999999,10.0
1028.14,-2.07476694,10.0
1028.174,-2.07476694,10.0
1028.208,-2.23556584,10.0
1028.241,-2.3976939,10.0
1028.274,-2.558331,10.0
1028.308,-2.73490898,10.0
1028.341,-2.89313194,10.0
1028.374,-3.0535978800000003,10.0
1028.408,-3.21431792,10.0
1028.442,-2.778116,10.0
1028.475,-3.53375886,10.0
1028.508,-3.69419802,10.0
1028.575,-3.1598990000000002,10.0
1028.608,-3.422071,10.0
1028.608,-3.7418449999999996,10.0
1028.641,-3.7418449999999996,10.0
1028.675,-3.901471,10.0
1028.709,-4.064169,10.0
1028.742,-4.225286,10.0
1028.776,-4.3866689999999995,10.0
1028.809,-4.548291,10.0
1028.842,-4.710437,10.0
1028.876,-4.873874,10.0
1028.91,-5.033008,10.0
1028.943,-5.195586,10.0
1028.977,-4.84614808,10.0
1029.01,-4.87353146,10.0
1029.044,-4.72667618,10.0
1029.077,-4.56768096,10.0
1029.112,-4.39258478,10.0
1029.145,-4.204714999999999,10.0
1029.178,-4.043937120000001,10.0
1029.212,-3.8844963000000003,10.0
1029.246,-3.7211892399999997,10.0
1029.279,-3.56284716,10.0
1029.345,-3.29921296,10.0
1029.346,-3.2383631,10.0
1029.379,-3.0779961,10.0
1029.412,-2.918297,10.0
1029.446,-2.75550296,10.0
1029.48,-2.59606714,10.0
1029.513,-2.43549302,10.0
1029.546,-2.27347596,10.0
1029.579,-2.1100410800000002,10.0
1029.648,-1.8486280000000002,10.0
1029.681,-1.7877971600000002,10.0
1029.681,-1.4648550999999999,10.0
1029.715,-1.4648550999999999,10.0
1029.748,-1.30209012,10.0
1029.782,-1.1409241199999998,10.0
1029.815,-0.9783871199999999,10.0
1029.849,-0.82113712,10.0
1029.882,-0.6599761199999999,10.0
1029.915,-0.49891907999999996,10.0
1029.949,-0.3371761,10.0
1029.983,-0.1722371199999999,10.0
1030.016,-0.014263119999999962,10.0
1030.049,0.14618790000000004,10.0
1030.083,0.3078309,10.0
1030.117,0.46784990000000004,10.0
1030.15,0.6277459000000001,10.0
1030.183,0.7892658800000001,10.0
1030.217,0.94993488,10.0
1030.25,1.1133089,10.0
1030.284,1.2730168800000001,10.0
1030.317,1.43502186,10.0
1030.351,1.5949569600000002,10.0
1030.418,1.85584786,10.0
1030.451,2.01534588,10.0
1030.484,2.1761819,10.0
1030.485,2.23746088,10.0
1030.518,2.39537388,10.0
1030.551,2.55823496,10.0
1030.584,2.72236996,10.0
1030.617,2.88464988,10.0
1030.651,3.0422239600000003,10.0
1030.685,3.20733906,10.0
1030.718,3.3673848800000004,10.0
1030.751,3.52544096,10.0
1030.784,3.68585896,10.0
1030.819,3.84690192,10.0
1030.852,4.008669,10.0
1030.885,4.16941694,10.0
1030.918,4.32900704,10.0
1030.951,4.39092576,10.0
1030.985,4.65187988,10.0
1031.052,4.813893759999999,10.0
1031.052,5.13476086,10.0
1031.086,5.13476086,10.0
1031.152,5.3951976,10.0
1031.187,5.55510792,10.0
1031.22,5.61631888,10.0
1031.22,5.936807760000001,10.0
1031.253,5.936807760000001,10.0
1031.321,6.0969368,10.0
1031.321,6.41849884,10.0
1031.354,6.41849884,10.0
1031.388,6.5797858399999996,10.0
1031.42,6.73996956,10.0
1031.454,6.90274982,10.0
1031.523,7.16425302,10.0
1031.556,7.32501388,10.0
1031.557,7.38525958,10.0
1031.591,7.54825898,10.0
1031.624,7.70718966,10.0
1031.656,7.868718899999999,10.0
1031.724,8.02849394,10.0
1031.724,7.755396,10.0
1031.758,7.755396,10.0
1031.791,8.5120588,10.0
1031.824,8.67190422,10.0
1031.858,8.83425002,10.0
1031.925,8.401651000000001,10.0
1031.925,8.719219,10.0
1031.958,8.719219,10.0
1031.991,8.879831000000001,10.0
1032.092,8.840893,10.0
1032.326,8.50361,10.0
1032.326,8.823328,10.0
1032.327,9.023328000000001,10.0
1032.327,9.34599,10.0
1032.329,9.64599,10.0
1032.329,9.610886879999999,10.0
1032.329,9.610886879999999,10.0
1032.33,9.81088688,10.0
1032.33,9.51428268,10.0
1032.36,9.51428268,10.0
1032.393,9.345473759999999,10.0
1032.46,9.059369,10.0
1032.461,9.00403376,10.0
1032.495,8.84191186,10.0
1032.528,8.680231619999999,10.0
1032.561,8.51653994,10.0
1032.595,8.35850806,10.0
1032.662,8.0957471,10.0
1032.696,7.93476396,10.0
1032.729,7.775082340000001,10.0
1032.73,7.711926420000001,10.0
1032.763,7.55099474,10.0
1032.796,7.387782100000001,10.0
1032.83,7.22798018,10.0
1032.863,7.06836918,10.0
1032.897,7.00603422,10.0
1032.93,6.84381926,10.0
1032.963,6.58184406,10.0
1033.03,6.42195128,10.0
1033.03,6.10102418,10.0
1033.131,6.00102418,10.0
1033.131,5.6795452399999995,10.0
1033.132,5.87954524,10.0
1033.231,5.51825716,10.0
1033.231,5.19673826,10.0
1033.232,5.296738260000001,10.0
1033.265,5.13612006,10.0
1033.299,4.97438714,10.0
1033.332,4.81318736,10.0
1033.4,4.55312318,10.0
1033.433,4.49089702,10.0
1033.433,4.16868314,10.0
1033.467,4.16868314,10.0
1033.5,4.00942406,10.0
1033.534,3.84878316,10.0
1033.567,3.68866742,10.0
1033.6,3.52850704,10.0
1033.633,3.3681341199999997,10.0
1033.667,3.20929194,10.0
1033.701,3.04873906,10.0
1033.768,2.7876420399999997,10.0
1033.801,2.62830412,10.0
1033.834,2.46742294,10.0
1033.836,2.4074250399999997,10.0
1033.868,2.24585612,10.0
1033.902,2.08562608,10.0
1033.935,1.92593696,10.0
1033.969,1.7642709799999998,10.0
1034.003,1.6039601400000003,10.0
1034.036,1.44310206,10.0
1034.071,1.28007414,10.0
1034.138,1.02071814,10.0
1034.171,0.9593620999999999,10.0
1034.171,0.6367951400000001,10.0
1034.205,0.6367951400000001,10.0
1034.238,0.47475707999999994,10.0
1034.272,0.31148308,10.0
1034.306,0.15429711999999995,10.0
1034.339,-0.007222880000000043,10.0
1034.373,-0.16679990000000003,10.0
1034.407,-0.3277319,10.0
1034.44,-0.4878409,10.0
1034.474,-0.6518779,10.0
1034.507,-0.8094639,10.0
1034.541,-0.9685238599999999,10.0
1034.608,-1.1320458800000002,10.0
1034.608,-1.4488009,10.0
1034.641,-1.4488009,10.0
1034.674,-1.60871092,10.0
1034.707,-1.76997486,10.0
1034.742,-1.93275488,10.0
1034.775,-2.0933319,10.0
1034.809,-2.2558968999999998,10.0
1034.843,-2.41671982,10.0
1034.91,-2.67900102,10.0
1034.911,-2.73926692,10.0
1034.943,-2.90167602,10.0
1034.976,-3.0663689400000003,10.0
1035.01,-3.2285989600000002,10.0
1035.043,-3.38998198,10.0
1035.077,-3.5541360199999996,10.0
1035.11,-3.71682792,10.0
1035.144,-3.87790888,10.0
1035.178,-3.4462349999999997,10.0
1035.211,-3.60558,10.0
1035.278,-3.7684029999999997,10.0
1035.278,-4.0905249999999995,10.0
1035.311,-4.0905249999999995,10.0
1035.345,-4.2515,10.0
1035.379,-4.411629,10.0
1035.412,-4.57442,10.0
1035.446,-4.73497,10.0
1035.479,-4.8950059999999995,10.0
1035.513,-5.056179,10.0
1035.546,-5.217988,10.0
1035.58,-4.834740999999999,10.0
1035.614,-4.861002839999999,10.0
1035.647,-4.7104108799999995,10.0
1035.713,-4.4495847600000005,10.0
1035.714,-4.37378368,10.0
1035.747,-4.185371999999999,10.0
1035.781,-4.02867408,10.0
1035.814,-3.8684712400000003,10.0
1035.847,-3.70324116,10.0
1035.882,-3.54146532,10.0
1035.915,-3.38207094,10.0
1035.949,-3.22257908,10.0
1036.015,-2.9617750199999997,10.0
1036.049,-2.9004319800000005,10.0
1036.049,-2.58012414,10.0
1036.083,-2.58012414,10.0
1036.116,-2.4177950599999996,10.0
1036.15,-2.259229,10.0
1036.183,-2.097559,10.0
1036.217,-1.9356031199999997,10.0
1036.25,-1.7740409599999998,10.0
1036.283,-1.61298714,10.0
1036.317,-1.4516790400000001,10.0
1036.35,-1.2898071,10.0
1036.383,-1.12774012,10.0
1036.45,-0.8663431600000001,10.0
1036.484,-0.8061311400000001,10.0
1036.484,-0.48255326,10.0
1036.518,-0.48255326,10.0
1036.551,-0.3198491,10.0
1036.584,-0.16119514000000001,10.0
1036.617,0.0006139000000000561,10.0
1036.651,0.16166990000000003,10.0
1036.685,0.3259959,10.0
1036.718,0.48231988000000003,10.0
1036.785,0.6430629000000001,10.0
1036.785,0.9671569,10.0
1036.819,0.8671569,10.0
1036.851,1.02575888,10.0
1036.886,1.1948329000000002,10.0
1036.986,1.65414392,10.0
1036.987,1.7175748599999998,10.0
1037.02,1.8713389399999998,10.0
1037.021,1.93488484,10.0
1037.088,1.99105686,10.0
1037.088,2.3589029,10.0
1037.12,2.4589029,10.0
1037.194,2.7044310400000002,10.0
1037.195,2.7399289400000004,10.0
1037.227,2.9119899399999998,10.0
1037.26,3.0536609400000003,10.0
1037.294,3.21495892,10.0
1037.326,3.37674604,10.0
1037.361,3.53764284,10.0
1037.394,3.70007108,10.0
1037.427,3.7598889,10.0
1037.461,4.02432592,10.0
1037.495,4.22121096,10.0
1037.561,4.44545594,10.0
1037.594,4.50483284,10.0
1037.594,4.831260039999999,10.0
1037.627,4.73126004,10.0
1037.694,4.99064864,10.0
1037.728,5.17947528,10.0
1037.761,5.47885882,10.0
1037.795,5.63693902,10.0
1037.828,5.794856579999999,10.0
1037.896,6.0531778,10.0
1037.897,6.11656698,10.0
1037.93,6.2785267199999995,10.0
1037.964,6.43383496,10.0
1037.997,6.59259784,10.0
