D,840.7290,0.000000,-12.000000,10.000000,0.000000,-26531.060000,22109.220000,0.000000,0.000000,true
D,840.7500,0.030776,-12.000000,10.000000,1.504776,0.000000,0.000000,0.026000,18.423460,true
D,840.7830,0.030776,-12.000000,10.000000,1.504776,0.000000,0.000000,0.026000,18.328690,false
D,840.8150,0.030776,-12.000000,10.000000,1.504776,0.000000,0.000000,0.026000,18.278530,false
D,840.8490,0.176978,-12.000000,10.000000,0.078025,0.000000,0.000000,0.071000,18.228370,true
D,840.8830,0.291148,-12.000000,10.000000,3.375009,0.000000,0.000000,0.072000,18.238070,true
D,840.9170,0.429024,-12.000000,10.000000,4.195608,0.000000,0.000000,0.072000,17.630710,true
D,840.9490,0.592548,-12.000000,10.000000,4.964608,0.000000,0.000000,0.072000,17.361420,true
D,840.9830,0.755021,-12.000000,10.000000,4.803794,0.000000,0.000000,0.073000,17.082770,true
D,841.0170,0.915467,-12.000000,10.000000,4.803796,0.000000,0.000000,0.072000,16.939310,true
D,841.0500,1.076417,-12.000000,10.000000,4.803795,0.000000,0.000000,0.072000,16.789320,true
D,841.0830,1.236635,-12.000000,10.000000,4.803792,0.000000,0.000000,0.072000,16.629540,true
D,841.1170,1.397219,-12.000000,10.000000,4.803797,0.000000,0.000000,0.072000,16.467620,true
D,841.1500,1.558747,-12.000000,10.000000,4.803792,0.000000,0.000000,0.072000,16.307880,true
D,841.1830,1.876446,-12.000000,10.000000,4.803795,0.000000,0.000000,0.039000,16.148530,true
D,841.2170,1.876446,-12.000000,10.000000,4.803795,0.000000,0.000000,0.039000,16.248650,false
D,841.2510,2.038104,-12.000000,10.000000,4.803792,0.000000,0.000000,0.073000,16.088530,true
D,841.2830,2.197037,-12.000000,10.000000,4.803798,0.000000,0.000000,0.072000,15.654320,true
D,841.3170,2.358091,-12.000000,10.000000,4.803800,0.000000,0.000000,0.072000,15.504200,true
D,841.3510,2.517837,-12.000000,10.000000,4.803797,0.000000,0.000000,0.073000,15.348100,true
D,841.3840,2.677906,-12.000000,10.000000,4.803804,0.000000,0.000000,0.073000,15.170040,true
D,841.4180,2.842741,-12.000000,10.000000,4.803794,0.000000,0.000000,0.073000,15.010740,true
D,841.4520,3.159273,-12.000000,10.000000,4.803798,0.000000,0.000000,0.040000,14.857010,true
D,841.4850,3.159273,-12.000000,10.000000,4.803798,0.000000,0.000000,0.040000,14.956650,false
D,841.5190,3.319492,-12.000000,10.000000,4.803799,0.000000,0.000000,0.074000,14.796520,true
D,841.5530,3.640854,-12.000000,10.000000,4.803794,0.000000,0.000000,0.041000,14.354130,true
D,841.5860,3.640854,-12.000000,10.000000,4.803794,0.000000,0.000000,0.041000,14.464480,false
D,841.6190,3.800971,-12.000000,10.000000,4.803800,0.000000,0.000000,0.075000,14.304360,true
D,841.6530,3.960920,-12.000000,10.000000,4.803795,0.000000,0.000000,0.074000,13.856850,true
D,841.6860,4.122090,-12.000000,10.027920,4.806160,0.000000,0.832522,0.075000,14.116510,true
D,841.7200,4.222944,-12.000000,10.076810,3.016372,0.000000,1.462279,0.074000,13.988730,true
D,841.7530,4.335956,-12.000000,10.146180,3.368088,0.000000,2.067355,0.074000,13.854860,true
D,841.7870,4.449307,-12.000000,10.235240,3.381271,0.000000,2.656712,0.073000,13.693430,true
D,841.8200,4.566160,-12.000000,10.346380,3.393460,0.000000,3.227593,0.073000,13.509560,true
D,841.8540,4.678325,-12.000000,10.461360,3.398588,0.000000,3.483876,0.073000,13.293450,true
D,841.8860,4.792520,-12.000000,10.575550,3.396811,0.000000,3.396796,0.072000,13.104380,true
D,841.9200,4.909375,-12.000000,10.692410,3.396784,0.000000,3.396798,0.072000,12.956680,true
D,841.9530,5.022513,-12.000000,10.805550,3.396778,0.000000,3.396807,0.071000,12.791420,true
D,841.9870,5.136310,-12.000000,10.919350,3.396791,0.000000,3.396819,0.072000,12.636220,true
D,842.0210,5.251798,-12.000000,11.034840,3.396801,0.000000,3.396815,0.072000,12.470480,true
D,842.0540,5.365825,-12.000000,11.148860,3.396801,0.000000,3.396787,0.072000,12.307160,true
D,842.0880,5.478976,-12.000000,11.262010,3.396802,0.000000,3.396802,0.072000,12.145900,true
D,842.1210,5.591822,-12.000000,11.374860,3.396763,0.000000,3.396806,0.072000,11.612090,true
D,842.1540,5.705165,-12.000000,11.488200,3.396795,0.000000,3.396824,0.071000,11.826290,true
D,842.1880,5.819439,-12.000000,11.602480,3.396773,0.000000,3.396787,0.072000,11.670800,true
D,842.2210,5.932078,-12.000000,11.715120,3.396795,0.000000,3.396824,0.072000,11.504390,true
D,842.2540,6.045555,-12.000000,11.828600,3.396796,0.000000,3.396796,0.072000,11.345090,true
D,842.2880,6.158556,-12.000000,11.941600,3.396812,0.000000,3.396798,0.073000,10.811890,true
D,842.3220,6.272014,-12.000000,12.055050,3.396792,0.000000,3.396792,0.073000,11.020000,true
D,842.3550,6.500531,-12.000000,12.283570,3.396805,0.000000,3.396791,0.039000,10.476340,true
D,842.3880,6.500531,-12.000000,12.283570,3.396805,0.000000,3.396791,0.039000,10.699700,false
D,842.4220,6.614870,-12.000000,12.397910,3.396802,0.000000,3.396788,0.071000,10.539580,true
D,842.4560,6.572502,-12.000000,12.549890,-1.253742,0.000000,4.497278,0.072000,10.384290,true
D,842.4890,6.572502,-12.000000,12.718200,0.000000,0.000000,5.037261,0.073000,7.108191,true
D,842.5230,6.572502,-12.000000,12.879480,0.000000,0.000000,4.803794,0.072000,6.494277,true
D,842.5570,6.572502,-12.000000,13.039920,0.000000,0.000000,4.803792,0.073000,6.385658,true
D,842.5900,6.572502,-12.000000,13.200470,0.000000,0.000000,4.803826,0.072000,6.208053,true
D,842.6240,6.572502,-12.000000,13.363710,0.000000,0.000000,4.803804,0.073000,6.062971,true
D,842.6570,6.572502,-12.000000,13.520750,0.000000,0.000000,4.803786,0.073000,5.890817,true
D,842.6910,6.572502,-12.000000,13.680260,0.000000,0.000000,4.803828,0.073000,5.718925,true
D,842.7240,6.572502,-12.000000,14.001490,0.000000,0.000000,4.803818,0.040000,5.565460,true
D,842.7580,6.572502,-12.000000,14.001490,0.000000,0.000000,4.803818,0.040000,5.673045,false
D,842.7910,6.572502,-12.000000,14.160940,0.000000,0.000000,4.803782,0.073000,5.512918,true
D,842.8240,6.572502,-12.000000,14.320570,0.000000,0.000000,4.803802,0.074000,5.084651,true
D,842.8580,6.572502,-12.000000,14.481350,0.000000,0.000000,4.803816,0.074000,4.910003,true
D,842.8910,6.572502,-12.000000,14.641420,0.000000,0.000000,4.803805,0.074000,4.752084,true
D,842.9250,6.572502,-12.000000,14.801930,0.000000,0.000000,4.803806,0.074000,4.590243,true
D,842.9580,6.572502,-12.000000,15.123670,0.000000,0.000000,4.803831,0.040000,4.430831,true
D,842.9920,6.572502,-12.000000,15.282970,0.000000,0.000000,4.803802,0.041000,4.551605,true
D,843.0250,6.572502,-12.000000,15.282970,0.000000,0.000000,4.803802,0.041000,4.380197,false
D,843.0590,6.572502,-12.000000,15.443510,0.000000,0.000000,4.803801,0.074000,4.220069,true
D,843.0920,6.572502,-12.000000,15.604490,0.000000,0.000000,4.803788,0.073000,3.789314,true
D,843.1260,6.572502,-12.000000,15.766440,0.000000,0.000000,4.803818,0.074000,3.644761,true
D,843.1590,6.572502,-12.000000,15.929060,0.000000,0.000000,4.803810,0.073000,3.469807,true
D,843.1920,6.572502,-12.000000,16.090140,0.000000,0.000000,4.803782,0.073000,3.324050,true
D,843.2260,6.572502,-12.000000,16.251050,0.000000,0.000000,4.803788,0.073000,3.159335,true
D,843.2590,6.572502,-12.000000,16.412310,0.000000,0.000000,4.803756,0.074000,2.998050,true
D,843.2930,6.572502,-12.000000,16.572560,0.000000,0.000000,4.803792,0.073000,2.822280,true
