2293.2840,0.000000,-12.000000,10.000000,0,0.000000,-12.000000,10.000000
2293.3070,0.000000,-12.000000,10.000000,0,0.000000,-12.000000,10.000000
2293.3390,0.432760,-12.000000,10.000000,0.078,0.036193,-12.000000,10.000000
2293.3730,0.491332,-12.000000,10.000000,0.078,0.036193,-12.000000,10.000000
2293.4070,0.115414,-12.000000,10.000000,0.09,0.201646,-12.000000,10.000000
2293.4400,1.089630,-12.000000,10.000000,0.091,0.322957,-12.000000,10.000000
2293.4740,0.969396,-12.000000,10.000000,0.09,0.467203,-12.000000,10.000000
2293.5070,1.197216,-12.000000,10.000000,0.09,0.640011,-12.000000,10.000000
2293.5410,1.186313,-12.000000,10.000000,0.09,0.800398,-12.000000,10.000000
2293.5740,1.398433,-12.000000,10.000000,0.091,0.961287,-12.000000,10.000000
2293.6070,1.555491,-12.000000,10.000000,0.09,1.123150,-12.000000,10.000000
2293.6410,1.712690,-12.000000,10.000000,0.089,1.285152,-12.000000,10.000000
2293.6750,1.870345,-12.000000,10.000000,0.088,1.447612,-12.000000,10.000000
2293.7140,2.047449,-12.000000,10.000000,0.09,1.615107,-12.000000,10.000000
2293.7420,2.198147,-12.000000,10.000000,0.089,1.770609,-12.000000,10.000000
2293.7760,2.350387,-12.000000,10.000000,0.087,1.932458,-12.000000,10.000000
2293.8080,2.536935,-12.000000,10.000000,0.09,2.104593,-12.000000,10.000000
2293.8430,2.686559,-12.000000,10.000000,0.057,2.412743,-12.000000,10.000000
2293.8760,2.846686,-12.000000,10.000000,0.057,2.412743,-12.000000,10.000000
2293.9090,2.981220,-12.000000,10.000000,0.085,2.572898,-12.000000,10.000000
2293.9420,3.193151,-12.000000,10.000000,0.09,2.760808,-12.000000,10.000000
2293.9760,3.322270,-12.000000,10.000000,0.089,2.894733,-12.000000,10.000000
2294.0090,3.489534,-12.000000,10.000000,0.09,3.057192,-12.000000,10.000000
2294.0430,3.644463,-12.000000,10.000000,0.089,3.216925,-12.000000,10.000000
2294.0760,3.806489,-12.000000,10.000000,0.089,3.378950,-12.000000,10.000000
2294.1100,3.968830,-12.000000,10.000000,0.089,3.541293,-12.000000,10.000000
2294.1440,4.133584,-12.000000,10.000000,0.09,3.701241,-12.000000,10.000000
2294.1780,4.294224,-12.000000,10.000000,0.09,3.861883,-12.000000,10.000000
2294.2110,4.454138,-12.000000,10.000000,0.09,4.021796,-12.000000,10.000000
2294.2440,4.617887,-12.000000,10.000000,0.09,4.185548,-12.000000,10.000000
2294.2780,4.777593,-12.000000,10.000000,0.09,4.345250,-12.000000,10.000000
2294.3110,4.939073,-12.000000,10.000000,0.091,4.501931,-12.000000,10.000000
2294.3440,5.097677,-12.000000,10.000000,0.057,4.823863,-12.000000,10.000000
2294.3780,5.257803,-12.000000,10.000000,0.057,4.823863,-12.000000,10.000000
2294.4120,5.417900,-12.000000,10.000000,0.09,4.985559,-12.000000,10.000000
2294.4450,5.579046,-12.000000,10.000000,0.09,5.146704,-12.000000,10.000000
2294.4780,5.740063,-12.000000,10.000000,0.09,5.307721,-12.000000,10.000000
2294.5120,5.899776,-12.000000,10.000000,0.09,5.467434,-12.000000,10.000000
2294.5450,6.064298,-12.000000,10.000000,0.091,5.627156,-12.000000,10.000000
2294.5790,6.220388,-12.000000,10.000000,0.09,5.788045,-12.000000,10.000000
2294.6130,6.383483,-12.000000,10.000000,0.09,5.951142,-12.000000,10.000000
2294.6460,6.545653,-12.000000,10.000000,0.09,6.113311,-12.000000,10.000000
2294.6800,6.707899,-12.000000,10.000000,0.09,6.275561,-12.000000,10.000000
2294.7130,6.866683,-12.000000,10.000000,0.09,6.434337,-12.000000,10.000000
2294.7470,7.027445,-12.000000,10.000000,0.09,6.595108,-12.000000,10.000000
2294.7800,7.187431,-12.000000,10.000000,0.09,6.755087,-12.000000,10.000000
2294.8130,7.348954,-12.000000,10.000000,0.09,6.916612,-12.000000,10.000000
2294.8460,7.507222,-12.000000,10.000000,0.089,7.079687,-12.000000,10.000000
2294.8800,7.666151,-12.000000,10.000000,0.088,7.243416,-12.000000,10.000000
2294.9130,7.830942,-12.000000,10.000000,0.089,7.403405,-12.000000,10.000000
2294.9500,8.006024,-12.000000,10.000000,0.092,7.564077,-12.000000,10.000000
2294.9830,8.165476,-12.000000,10.000000,0.092,7.723524,-12.000000,10.000000
2295.0170,8.326904,-12.000000,10.000000,0.092,7.884957,-12.000000,10.000000
2295.0500,8.487546,-12.000000,10.000000,0.092,8.045596,-12.000000,10.000000
2295.0840,8.649491,-12.000000,10.000000,0.059,8.366067,-12.000000,10.000000
2295.1180,8.813941,-12.000000,10.000000,0.06,8.525711,-12.000000,10.000000
2295.1510,8.974069,-12.000000,10.000000,0.06,8.525711,-12.000000,10.000000
2295.1840,9.132239,-12.000000,10.000000,0.093,8.685485,-12.000000,10.000000
2295.2190,9.299267,-12.000000,10.000000,0.094,8.847715,-12.000000,10.000000
2295.2510,9.452844,-12.000000,10.000000,0.093,9.006086,-12.000000,10.000000
2295.2850,9.609466,-12.000000,10.000000,0.092,9.167514,-12.000000,10.000000
2295.3190,9.775512,-12.000000,10.000000,0.093,9.328757,-12.000000,10.000000
2295.3520,9.932765,-12.000000,10.000000,0.059,9.649341,-12.000000,10.000000
2295.3850,10.099130,-12.000000,10.000000,0.06,9.810905,-12.000000,10.000000
2295.4190,10.259260,-12.000000,10.000000,0.06,9.810905,-12.000000,10.000000
2295.4520,10.412510,-12.000000,10.000000,0.092,9.970560,-12.000000,10.000000
2295.4850,10.579060,-12.000000,10.000000,0.093,10.132310,-12.000000,10.000000
2295.5190,10.734510,-12.000000,10.000000,0.092,10.292560,-12.000000,10.000000
2295.5520,8.379447,-12.000000,10.000000,0.093,10.122020,-12.000000,10.000000
2295.5850,10.201570,-12.000000,10.000000,0.092,10.047330,-12.000000,10.000000
2295.6190,9.564309,-12.000000,10.000000,0.092,9.945451,-12.000000,10.000000
2295.6520,9.359865,-12.000000,10.000000,0.092,9.817044,-12.000000,10.000000
2295.6850,9.131309,-12.000000,10.000000,0.092,9.662225,-12.000000,10.000000
2295.7190,8.885204,-12.000000,10.000000,0.092,9.481881,-12.000000,10.000000
2295.7530,8.957522,-12.000000,10.000000,0.092,9.321137,-12.000000,10.000000
2295.7860,8.714633,-12.000000,10.000000,0.093,9.161381,-12.000000,10.000000
2295.8200,8.548012,-12.000000,10.000000,0.094,8.999573,-12.000000,10.000000
2295.8530,8.390635,-12.000000,10.000000,0.06,8.678865,-12.000000,10.000000
2295.8870,8.235493,-12.000000,10.000000,0.059,8.518916,-12.000000,10.000000
2295.9200,8.075366,-12.000000,10.000000,0.059,8.518916,-12.000000,10.000000
2295.9540,7.909254,-12.000000,10.000000,0.093,8.356009,-12.000000,10.000000
2295.9870,7.749249,-12.000000,10.000000,0.093,8.195999,-12.000000,10.000000
2296.0210,7.587095,-12.000000,10.000000,0.093,8.033850,-12.000000,10.000000
2296.0540,7.425839,-12.000000,10.000000,0.093,7.872595,-12.000000,10.000000
2296.0880,7.270023,-12.000000,10.000000,0.092,7.711969,-12.000000,10.000000
2296.1210,7.104397,-12.000000,10.000000,0.093,7.551150,-12.000000,10.000000
2296.1540,6.947248,-12.000000,10.000000,0.092,7.389196,-12.000000,10.000000
2296.1880,6.779099,-12.000000,10.000000,0.093,7.225853,-12.000000,10.000000
2296.2210,6.626906,-12.000000,10.000000,0.092,7.068852,-12.000000,10.000000
2296.2560,6.458417,-12.000000,10.000000,0.06,6.746644,-12.000000,10.000000
2296.2890,6.303533,-12.000000,10.000000,0.059,6.586956,-12.000000,10.000000
2296.3230,6.138721,-12.000000,10.000000,0.06,6.426948,-12.000000,10.000000
2296.3560,5.978595,-12.000000,10.000000,0.06,6.426948,-12.000000,10.000000
2296.3890,5.815027,-12.000000,10.000000,0.094,6.266585,-12.000000,10.000000
2296.4230,5.659605,-12.000000,10.000000,0.093,6.106354,-12.000000,10.000000
2296.4570,5.494368,-12.000000,10.000000,0.094,5.945927,-12.000000,10.000000
2296.4910,5.329433,-12.000000,10.000000,0.095,5.785792,-12.000000,10.000000
2296.5240,5.172711,-12.000000,10.000000,0.061,5.465743,-12.000000,10.000000
2296.5570,5.011341,-12.000000,10.000000,0.061,5.304372,-12.000000,10.000000
2296.5900,4.851224,-12.000000,10.000000,0.061,5.144256,-12.000000,10.000000
