P,1094.5280,00.000000,-12.000000,10.000000,0,0,0
P,1094.5510,00.259435,-12.000000,10.000000,0,0,0
P,1094.5810,00.309291,-12.000000,10.000000,0,0,0
P,1094.6150,00.359146,-12.000000,10.000000,0,0,0
P,1094.6480,00.139136,-12.000000,10.000000,0,0,0
P,1094.6830,01.105009,-12.000000,10.000000,0,0,0
P,1094.7150,01.457441,-12.000000,10.000000,0,0,0
P,1094.7480,01.883306,-12.000000,10.000000,0,0,0
P,1094.7880,02.230697,-12.000000,10.000000,0,0,0
P,1094.8150,02.413731,-12.000000,10.000000,0,0,0
P,1094.8490,02.960701,-12.000000,10.000000,0,0,0
P,1094.8830,02.490992,-12.000000,10.000000,0,0,0
P,1094.9260,01.474007,-12.000000,10.141420,1.474007,-12,10.14142
P,1094.9550,02.993416,-12.000000,10.000000,1.474007,-12,10.14142
P,1094.9880,01.631109,-12.000000,10.000000,1.631109,-12,10
P,1095.0230,03.185862,-12.000000,10.000000,1.631109,-12,10
P,1095.0560,03.349856,-12.000000,10.000000,1.631109,-12,10
P,1095.0880,03.808211,-12.000000,10.000000,1.631109,-12,10
P,1095.1210,02.295029,-12.000000,10.000000,2.295029,-12,10
P,1095.1550,04.602274,-12.000000,10.000000,2.295029,-12,10
P,1095.1880,04.767330,-12.000000,10.000000,2.295029,-12,10
P,1095.2220,04.260174,-12.000000,10.000000,2.295029,-12,10
P,1095.2550,04.439095,-12.000000,10.000000,2.295029,-12,10
P,1095.2880,04.578885,-12.000000,10.000000,2.295029,-12,10
P,1095.3220,04.722706,-12.000000,10.000000,2.295029,-12,10
P,1095.3550,04.959938,-12.000000,10.000000,2.295029,-12,10
P,1095.3880,05.068969,-12.000000,10.000000,2.295029,-12,10
P,1095.4220,05.227682,-12.000000,10.000000,2.295029,-12,10
P,1095.4550,05.392063,-12.000000,10.000000,2.295029,-12,10
P,1095.4880,05.547185,-12.000000,10.000000,2.295029,-12,10
P,1095.5210,04.189757,-12.000000,10.141420,4.189757,-12,10.14142
P,1095.5550,04.532166,-12.000000,10.318790,4.189757,-12,10.14142
P,1095.5880,04.508837,-12.000000,10.231100,4.508837,-12,10.2311
P,1095.6220,04.910346,-12.000000,10.635690,4.508837,-12,10.2311
P,1095.6550,05.023331,-12.000000,10.822480,4.508837,-12,10.2311
P,1095.6880,05.134847,-12.000000,10.949100,4.508837,-12,10.2311
P,1095.7220,05.248425,-12.000000,11.031460,4.508837,-12,10.2311
P,1095.7550,05.361473,-12.000000,11.144510,4.508837,-12,10.2311
P,1095.7880,05.475772,-12.000000,11.258820,4.508837,-12,10.2311
P,1095.8220,06.245060,-12.000000,12.028100,4.508837,-12,10.2311
P,1095.8550,06.375369,-12.000000,12.158410,4.508837,-12,10.2311
P,1095.8880,05.483115,-12.000000,11.266150,5.483115,-12,11.26615
P,1095.9220,05.926989,-12.000000,11.710020,5.483115,-12,11.26615
P,1095.9550,07.116453,-12.000000,12.899490,5.483115,-12,11.26615
P,1095.9880,06.153543,-12.000000,11.936590,5.483115,-12,11.26615
