2962.631,00.000000,-12.000000,10.000000,01.000000,00.000000,00.000000
2962.687,00.000000,-12.000000,10.000000,02.000000,00.000000,00.000000
2962.690,00.037645,-12.000000,10.000000,02.882280,00.000000,00.000000
2962.691,00.037645,-12.000000,10.000000,03.882280,00.000000,00.000000
2962.705,00.112936,-12.000000,10.000000,04.764560,00.000000,00.000000
2962.722,00.205873,-12.000000,10.000000,05.000000,00.000000,00.000000
2962.739,00.303518,-12.000000,10.000000,05.000000,00.000000,00.000000
2962.755,00.303518,-12.000000,10.000000,05.000000,00.000000,00.000000
2962.772,00.401164,-12.000000,10.000000,05.000000,00.000000,00.000000
2962.789,00.498809,-12.000000,10.000000,05.000000,00.000000,00.000000
2962.805,00.596455,-12.000000,10.000000,05.000000,00.000000,00.000000
2962.822,00.694100,-12.000000,10.000000,05.000000,00.000000,00.000000
2962.840,00.791746,-12.000000,10.000000,05.000000,00.000000,00.000000
2962.855,00.791746,-12.000000,10.000000,05.000000,00.000000,00.000000
2962.872,00.889391,-12.000000,10.000000,05.000000,00.000000,00.000000
2962.889,00.987036,-12.000000,10.000000,05.000000,00.000000,00.000000
2962.905,01.084682,-12.000000,10.000000,05.000000,00.000000,00.000000
2962.922,01.182327,-12.000000,10.000000,05.000000,00.000000,00.000000
2962.939,01.279973,-12.000000,10.000000,05.000000,00.000000,00.000000
2962.955,01.279973,-12.000000,10.000000,05.000000,00.000000,00.000000
2962.972,01.377618,-12.000000,10.000000,05.000000,00.000000,00.000000
2962.989,01.475263,-12.000000,10.000000,05.000000,00.000000,00.000000
2963.005,01.572909,-12.000000,10.000000,05.000000,00.000000,00.000000
2963.023,01.670554,-12.000000,10.000000,05.000000,00.000000,00.000000
2963.039,01.768200,-12.000000,10.000000,05.000000,00.000000,00.000000
2963.056,01.865845,-12.000000,10.000000,05.000000,00.000000,00.000000
2963.072,01.865845,-12.000000,10.000000,05.000000,00.000000,00.000000
2963.089,01.963490,-12.000000,10.000000,05.000000,00.000000,00.000000
2963.105,02.061136,-12.000000,10.000000,05.000000,00.000000,00.000000
2963.122,02.158781,-12.000000,10.000000,05.000000,00.000000,00.000000
2963.139,02.256427,-12.000000,10.000000,05.000000,00.000000,00.000000
