1350.376,0.14169,-12.0,10.0
1350.393,0.212646,-12.0,10.0
1350.411,0.304062,-12.0,10.0
1350.43,0.396632,-12.0,10.0
1350.437,0.43554,-12.0,10.0
1350.454,0.515392,-12.0,10.0
1350.471,0.598856,-12.0,10.0
1350.487,0.679008,-12.0,10.0
1350.511,0.793005,-12.0,10.0
1350.528,0.877864,-12.0,10.0
1350.537,0.922251,-12.0,10.0
1350.559,1.028281,-12.0,10.0
1350.578,1.11946,-12.0,10.0
1350.594,1.201878,-12.0,10.0
1350.612,1.287349,-12.0,10.0
1350.62,1.328578,-12.0,10.0
1350.637,1.410057,-12.0,10.0
1350.654,1.492977,-12.0,10.0
1350.67,1.57333,-12.0,10.0
1350.687,1.655292,-12.0,10.0
1350.704,1.737616,-12.0,10.0
1350.724,1.833664,-12.0,10.0
1350.747,1.946159,-12.0,10.0
1350.754,1.981619,-12.0,10.0
1350.771,2.062684,-12.0,10.0
1350.789,2.151444,-12.0,10.0
1350.812,2.263776,-12.0,10.0
1350.82,2.30613,-12.0,10.0
1350.837,2.386498,-12.0,10.0
1350.854,2.469409,-12.0,10.0
1350.875,2.573105,-12.0,10.0
1350.891,2.64818,-12.0,10.0
1350.908,2.734486,-12.0,10.0
1350.925,2.815003,-12.0,10.0
1350.943,2.905328,-12.0,10.0
1350.954,2.95717,-12.0,10.0
1350.971,3.039507,-12.0,10.0
1350.987,3.119529,-12.0,10.0
1351.004,3.200875,-12.0,10.0
1351.02,3.282396,-12.0,10.0
1351.037,3.363266,-12.0,10.0
1351.054,3.446996,-12.0,10.0
1351.071,3.52705,-12.0,10.0
1351.088,3.611979,-12.0,10.0
1351.104,3.689408,-12.0,10.0
1351.12,3.770298,-12.0,10.0
1351.137,3.852817,-12.0,10.0
1351.156,3.944691,-12.0,10.0
1351.17,4.014678,-12.0,10.0
1351.187,4.096373,-12.0,10.0
1351.208,4.200059,-12.0,10.0
1351.226,4.287521,-12.0,10.0
1351.247,4.38914,-12.0,10.0
1351.254,4.421657,-12.0,10.0
1351.27,4.502152,-12.0,10.0
1351.287,4.582413,-12.0,10.0
1351.304,4.66486,-12.0,10.0
1351.32,4.746598,-12.0,10.0
1351.337,4.828036,-12.0,10.0
1351.364,4.958556,-12.0,10.0
1351.37,4.991208,-12.0,10.0
1351.388,5.074185,-12.0,10.0
1351.405,5.156497,-12.0,10.0
1351.42,5.23416,-12.0,10.0
1351.437,5.314802,-12.0,10.0
1351.459,5.421369,-12.0,10.0
1351.477,5.510478,-12.0,10.0
1351.487,5.559632,-12.0,10.0
1351.504,5.643767,-12.0,10.0
1351.52,5.722528,-12.0,10.0
1351.537,5.804038,-12.0,10.0
1351.553,5.885343,-12.0,10.0
1351.57,5.9674,-12.0,10.0
1351.587,6.048823,-12.0,10.0
1351.604,6.131514,-12.0,10.0
1351.62,6.210818,-12.0,10.0
1351.637,6.292416,-12.0,10.0
1351.654,6.373415,-12.0,10.0
1351.67,6.455714,-12.0,10.0
1351.687,6.537472,-12.0,10.0
1351.704,6.619477,-12.0,10.0
1351.721,6.705069,-12.0,10.0
1351.737,6.782335,-12.0,10.0
1351.758,6.882774,-12.0,10.0
1351.773,6.956875,-12.0,10.0
1351.792,7.049403,-12.0,10.0
1351.808,7.128924,-12.0,10.0
1351.824,7.206656,-12.0,10.0
1351.84,7.283167,-12.0,10.0
1351.86,7.379445,-12.0,10.0
1351.878,7.467514,-12.0,10.0
1351.888,7.516931,-12.0,10.0
1351.905,7.599956,-12.0,10.0
1351.92,7.676749,-12.0,10.0
1351.937,7.757218,-12.0,10.0
1351.954,7.83833,-12.0,10.0
1351.971,7.921945,-12.0,10.0
1351.988,8.004958,-12.0,10.0
1352.01,8.114153,-12.0,10.0
1352.03,8.210277,-12.0,10.0
1352.037,8.246513,-12.0,10.0
1352.055,8.330211,-12.0,10.0
1352.07,8.40811,-12.0,10.0
1352.088,8.491821,-12.0,10.0
1352.104,8.574141,-12.0,10.0
1352.12,8.652167,-12.0,10.0
1352.138,8.737117,-12.0,10.0
1352.154,8.817681,-12.0,10.0
1352.171,8.898852,-12.0,10.0
1352.187,8.97875,-12.0,10.0
1352.203,9.057566,-12.0,10.0
1352.22,9.13966,-12.0,10.0
1352.237,9.222677,-12.0,10.0
1352.254,9.304485,-12.0,10.0
1352.271,9.38724,-12.0,10.0
1352.287,9.466789,-12.0,10.0
1352.304,9.548676,-12.0,10.0
1352.32,9.629849,-12.0,10.0
1352.337,9.710871,-12.0,10.0
1352.357,9.806375,-12.0,10.0
1352.375,9.89423,-12.0,10.0
1352.387,9.954571,-12.0,10.0
1352.404,10.03602,-12.0,10.0
1352.42,10.11716,-12.0,10.0
1352.443,10.1087,-12.0,10.0
1352.462,10.0919,-12.0,10.0
1352.471,10.05885,-12.0,10.0
1352.487,10.00861,-12.0,10.0
1352.504,9.944777,-12.0,10.0
1352.52,9.886631,-12.0,10.0
1352.537,9.797771,-12.0,10.0
1352.554,9.708648,-12.0,10.0
1352.571,9.625372,-12.0,10.0
1352.587,9.544534,-12.0,10.0
1352.604,9.463765,-12.0,10.0
1352.62,9.381754,-12.0,10.0
1352.638,9.299743,-12.0,10.0
1352.654,9.218461,-12.0,10.0
1352.674,9.121486,-12.0,10.0
1352.692,9.032778,-12.0,10.0
1352.708,8.955368,-12.0,10.0
1352.724,8.875744,-12.0,10.0
1352.74,8.798135,-12.0,10.0
1352.763,8.689808,-12.0,10.0
1352.77,8.649985,-12.0,10.0
1352.788,8.566842,-12.0,10.0
1352.804,8.486868,-12.0,10.0
1352.82,8.407875,-12.0,10.0
1352.837,8.326005,-12.0,10.0
1352.856,8.233735,-12.0,10.0
1352.871,8.161969,-12.0,10.0
1352.887,8.080304,-12.0,10.0
1352.904,7.999719,-12.0,10.0
1352.924,7.900256,-12.0,10.0
1352.943,7.806727,-12.0,10.0
1352.963,7.712818,-12.0,10.0
1352.971,7.672808,-12.0,10.0
1352.987,7.591914,-12.0,10.0
1353.004,7.51084,-12.0,10.0
1353.02,7.429598,-12.0,10.0
1353.037,7.348627,-12.0,10.0
1353.054,7.266765,-12.0,10.0
1353.07,7.186732,-12.0,10.0
1353.087,7.103877,-12.0,10.0
1353.105,7.020708,-12.0,10.0
1353.125,6.919757,-12.0,10.0
1353.14,6.845224,-12.0,10.0
1353.156,6.768434,-12.0,10.0
1353.17,6.697717,-12.0,10.0
1353.187,6.616441,-12.0,10.0
1353.209,6.51245,-12.0,10.0
1353.229,6.411553,-12.0,10.0
1353.237,6.371507,-12.0,10.0
1353.254,6.291044,-12.0,10.0
1353.27,6.21014,-12.0,10.0
1353.287,6.126537,-12.0,10.0
1353.305,6.043554,-12.0,10.0
1353.32,5.965133,-12.0,10.0
1353.337,5.883188,-12.0,10.0
1353.354,5.802094,-12.0,10.0
1353.371,5.719693,-12.0,10.0
1353.387,5.638965,-12.0,10.0
1353.407,5.542896,-12.0,10.0
1353.423,5.466939,-12.0,10.0
1353.437,5.393275,-12.0,10.0
1353.454,5.313721,-12.0,10.0
1353.471,5.232304,-12.0,10.0
1353.491,5.13133,-12.0,10.0
1353.506,5.057512,-12.0,10.0
1353.528,4.952547,-12.0,10.0
1353.537,4.908814,-12.0,10.0
1353.554,4.824954,-12.0,10.0
1353.572,4.738867,-12.0,10.0
1353.587,4.663553,-12.0,10.0
1353.607,4.565282,-12.0,10.0
1353.62,4.501253,-12.0,10.0
1353.637,4.419404,-12.0,10.0
1353.654,4.33711,-12.0,10.0
1353.671,4.254311,-12.0,10.0
1353.687,4.174067,-12.0,10.0
1353.707,4.07781,-12.0,10.0
1353.729,3.968811,-12.0,10.0
1353.737,3.930826,-12.0,10.0
1353.754,3.849099,-12.0,10.0
1353.771,3.764822,-12.0,10.0
1353.787,3.688148,-12.0,10.0
1353.807,3.590867,-12.0,10.0
1353.83,3.47695,-12.0,10.0
1353.837,3.442765,-12.0,10.0
1353.854,3.362295,-12.0,10.0
1353.871,3.279142,-12.0,10.0
1353.887,3.199102,-12.0,10.0
1353.906,3.10454,-12.0,10.0
1353.92,3.036334,-12.0,10.0
1353.945,2.949795,-12.0,10.0
