P,1138.9030,00.000000,-12.000000,10.000000,0,0,0
P,1138.9250,00.000000,-700.192200,583.493500,0,0,0
P,1138.9560,00.000000,-1388.384000,1156.987000,0,0,0
P,1138.9910,00.129046,-12.000000,10.000000,0,0,0
P,1139.0230,00.130790,-12.000000,10.000000,0,0,0
P,1139.0570,00.495932,-12.000000,10.000000,0,0,0
P,1139.0900,00.703998,-12.000000,10.000000,0,0,0
P,1139.1230,00.925174,-12.000000,10.000000,0,0,0
P,1139.1570,01.158993,-12.000000,10.000000,0,0,0
P,1139.1900,01.118667,-12.000000,10.000000,0,0,0
P,1139.2230,01.277454,-12.000000,10.000000,0,0,0
P,1139.2570,01.432450,-12.000000,10.000000,0,0,0
P,1139.2900,01.599270,-12.000000,10.000000,0,0,0
P,1139.3230,01.758929,-12.000000,10.000000,0,0,0
P,1139.3570,01.910640,-12.000000,10.000000,0,0,0
P,1139.3960,01.866687,-12.000000,10.000000,1.866687,-12,10
P,1139.4240,02.385880,-12.000000,10.000000,1.866687,-12,10
P,1139.4580,02.553066,-12.000000,10.000000,1.866687,-12,10
P,1139.4910,02.577442,-12.000000,10.000000,1.866687,-12,10
P,1139.5230,02.733055,-12.000000,10.000000,1.866687,-12,10
P,1139.5570,02.873946,-12.000000,10.000000,1.866687,-12,10
P,1139.5900,03.042714,-12.000000,10.000000,1.866687,-12,10
P,1139.6240,03.199663,-12.000000,10.000000,1.866687,-12,10
P,1139.6570,03.353217,-12.000000,10.000000,1.866687,-12,10
P,1139.6900,03.307067,-12.000000,10.000000,3.307067,-12,10
P,1139.7230,03.828643,-12.000000,10.000000,3.307067,-12,10
P,1139.7570,03.988656,-12.000000,10.000000,3.307067,-12,10
P,1139.7900,04.148409,-12.000000,10.000000,3.307067,-12,10
P,1139.8240,04.308853,-12.000000,10.000000,3.307067,-12,10
P,1139.8570,04.314563,-12.000000,10.000000,3.307067,-12,10
P,1139.8900,04.484287,-12.000000,10.000000,3.307067,-12,10
P,1139.9240,04.640372,-12.000000,10.000000,3.307067,-12,10
P,1139.9570,04.592395,-12.000000,10.000000,4.592395,-12,10
P,1139.9900,05.108302,-12.000000,10.000000,4.592395,-12,10
P,1140.0230,05.269048,-12.000000,10.000000,4.592395,-12,10
P,1140.0570,05.273348,-12.000000,10.000000,4.592395,-12,10
P,1140.0900,05.441447,-12.000000,10.000000,4.592395,-12,10
P,1140.1230,05.388072,-12.000000,10.000000,5.388072,-12,10
P,1140.1570,05.898377,-12.000000,10.000000,5.388072,-12,10
P,1140.1900,06.070486,-12.000000,10.000000,5.388072,-12,10
P,1140.2230,06.232184,-12.000000,10.000000,5.388072,-12,10
P,1140.2570,06.390046,-12.000000,10.000000,5.388072,-12,10
P,1140.2900,06.405167,-12.000000,10.000000,5.388072,-12,10
P,1140.3230,06.556344,-12.000000,10.000000,5.388072,-12,10
P,1140.3570,06.717508,-12.000000,10.000000,5.388072,-12,10
P,1140.3900,06.886909,-12.000000,10.000000,5.388072,-12,10
P,1140.4230,07.038168,-12.000000,10.000000,5.388072,-12,10
